0	8
0	12
0	13
0	15
0	16
0	24
0	31
0	40
0	48
0	60
0	68
0	78
0	87
0	91
1	6
1	13
1	22
1	24
1	43
1	44
1	49
1	51
1	52
1	53
1	58
1	67
1	70
1	71
1	79
1	94
1	99
2	7
2	8
2	10
2	25
2	31
2	53
2	55
2	64
2	66
2	77
2	79
2	90
2	95
2	98
3	2
3	8
3	12
3	18
3	28
3	29
3	35
3	44
3	52
3	53
3	66
3	68
3	82
3	89
3	91
4	4
4	9
4	15
4	16
4	29
4	35
4	43
4	47
4	53
4	57
4	67
4	74
4	78
4	82
4	83
4	95
4	98
4	99
5	0
5	2
5	3
5	5
5	8
5	22
5	23
5	24
5	29
5	40
5	43
5	45
5	46
5	54
5	71
5	75
5	82
5	84
5	94
5	97
5	99
6	5
6	18
6	19
6	27
6	28
6	32
6	68
6	73
6	76
6	77
6	85
6	88
6	94
7	17
7	22
7	43
7	44
7	52
7	54
7	61
7	76
7	81
7	94
8	3
8	13
8	29
8	35
8	48
8	55
8	63
8	68
8	72
8	79
8	84
9	3
9	28
9	35
9	49
9	75
9	77
9	82
9	93
10	3
10	13
10	16
10	29
10	40
10	46
10	49
10	51
10	55
10	58
10	61
10	70
10	71
10	98
11	7
11	11
11	25
11	27
11	35
11	45
11	46
11	50
11	60
11	68
11	69
11	87
11	98
12	10
12	17
12	34
12	35
12	39
12	40
12	56
12	57
12	58
12	61
12	71
12	77
12	80
12	81
13	21
13	23
13	24
13	30
13	31
13	34
13	37
13	39
13	47
13	64
13	66
13	80
13	99
14	0
14	3
14	9
14	13
14	17
14	32
14	37
14	42
14	43
14	46
14	47
14	48
14	49
14	62
14	74
14	85
14	86
14	90
14	93
14	94
14	99
15	3
15	8
15	18
15	24
15	25
15	30
15	40
15	42
15	44
15	53
15	54
15	57
15	64
15	68
15	74
15	76
15	88
16	3
16	7
16	10
16	14
16	15
16	17
16	43
16	50
16	56
16	67
16	75
16	86
16	94
16	95
17	0
17	4
17	8
17	16
17	28
17	33
17	39
17	41
17	42
17	45
17	50
17	52
17	66
17	76
17	82
17	95
18	14
18	48
18	51
18	61
18	80
19	3
19	13
19	19
19	20
19	30
19	43
19	53
19	54
19	68
19	70
19	72
19	78
19	82
19	84
19	85
19	89
19	93
19	96
20	10
20	12
20	14
20	18
20	42
20	44
20	49
20	51
20	56
20	60
20	63
20	75
20	82
20	86
20	94
21	1
21	4
21	9
21	14
21	27
21	34
21	43
21	50
21	56
21	57
21	58
21	60
21	65
21	77
21	79
22	7
22	8
22	18
22	20
22	27
22	34
22	39
22	58
22	61
22	66
22	88
22	92
22	99
23	5
23	6
23	12
23	20
23	35
23	37
23	48
23	72
23	74
23	85
24	3
24	6
24	10
24	12
24	19
24	20
24	24
24	26
24	44
24	48
24	49
24	51
24	54
24	55
24	78
24	82
24	86
24	90
25	12
25	14
25	17
25	48
25	52
25	60
25	63
25	74
25	92
25	97
26	8
26	16
26	20
26	34
26	39
26	44
26	48
26	55
26	69
26	73
26	77
26	79
27	4
27	9
27	14
27	15
27	20
27	30
27	36
27	58
27	60
27	69
27	81
27	82
28	0
28	7
28	15
28	22
28	26
28	36
28	39
28	45
28	46
28	55
28	72
28	74
28	75
28	76
28	94
29	2
29	11
29	13
29	15
29	24
29	27
29	39
29	58
29	66
29	68
29	82
29	84
29	90
29	98
30	2
30	18
30	26
30	30
30	51
30	55
30	56
30	74
30	78
30	80
30	89
30	91
30	92
30	97
31	6
31	16
31	23
31	24
31	34
31	39
31	41
31	53
31	74
31	78
31	88
31	89
31	90
31	92
32	2
32	3
32	13
32	15
32	25
32	26
32	29
32	33
32	48
32	49
32	59
32	61
32	71
32	92
32	96
33	16
33	23
33	36
33	37
33	41
33	45
33	53
33	60
33	66
33	94
34	3
34	26
34	27
34	32
34	35
34	51
34	63
34	68
35	25
35	33
35	50
35	59
35	64
35	69
35	72
35	87
35	91
36	8
36	13
36	32
36	43
36	77
36	79
36	89
37	4
37	12
37	24
37	25
37	29
37	30
37	32
37	36
37	37
37	39
37	45
37	47
37	48
37	51
37	56
37	70
37	75
37	77
37	79
37	98
38	3
38	9
38	15
38	26
38	34
38	39
38	49
38	53
38	65
38	79
38	88
38	94
38	95
39	9
39	22
39	47
39	49
39	50
39	59
39	63
39	67
39	68
39	71
39	72
39	73
39	74
39	90
39	91
39	99
40	0
40	4
40	11
40	14
40	17
40	21
40	23
40	28
40	29
40	39
40	42
40	74
40	78
40	79
40	99
41	1
41	18
41	20
41	28
41	29
41	30
41	36
41	43
41	44
41	69
41	72
41	74
41	78
41	82
41	83
41	91
42	0
42	2
42	4
42	5
42	8
42	14
42	23
42	32
42	41
42	45
42	62
42	65
42	70
42	83
42	94
42	97
42	99
43	2
43	10
43	21
43	31
43	43
43	45
43	51
43	67
43	81
43	84
44	1
44	4
44	6
44	14
44	32
44	50
44	51
44	54
44	58
44	65
44	77
44	78
44	88
44	91
44	93
45	0
45	13
45	15
45	23
45	24
45	25
45	42
45	44
45	46
45	49
45	69
45	79
45	90
45	98
46	0
46	5
46	16
46	19
46	23
46	25
46	29
46	46
46	50
46	51
46	59
46	69
46	73
46	80
46	82
46	84
46	85
46	90
46	93
46	98
47	6
47	28
47	29
47	34
47	39
47	52
47	66
47	68
47	73
47	78
47	93
47	94
47	96
48	8
48	16
48	38
48	43
48	52
48	53
48	59
48	65
48	81
48	85
48	93
49	9
49	12
49	16
49	23
49	39
49	46
49	51
49	55
49	58
49	63
49	64
49	69
49	72
49	73
49	77
49	85
49	91
49	95
49	98
50	0
50	11
50	18
50	19
50	33
50	38
50	39
50	40
50	65
50	71
50	76
50	85
50	89
50	92
50	96
50	97
51	13
51	16
51	33
51	36
51	38
51	42
51	45
51	56
51	61
51	66
51	69
51	75
51	76
51	80
51	92
52	0
52	8
52	33
52	34
52	53
52	56
52	72
52	77
53	12
53	22
53	30
53	33
53	34
53	38
53	39
53	65
53	71
53	72
53	73
53	85
54	7
54	10
54	11
54	15
54	21
54	25
54	33
54	40
54	42
54	52
54	54
54	55
54	62
54	73
54	76
54	87
54	99
55	8
55	11
55	18
55	19
55	23
55	30
55	43
55	49
55	71
55	73
55	96
56	2
56	14
56	21
56	25
56	28
56	38
56	42
56	43
56	46
56	48
56	49
56	52
56	55
56	62
56	63
56	65
56	68
56	74
56	82
56	86
56	90
57	2
57	9
57	14
57	31
57	49
57	59
57	73
57	74
57	79
57	83
57	85
57	86
58	1
58	2
58	12
58	15
58	25
58	32
58	38
58	54
58	55
58	57
58	61
58	64
58	73
58	88
58	89
58	95
59	5
59	8
59	36
59	48
59	52
59	66
59	76
59	87
59	91
60	0
60	5
60	24
60	28
60	30
60	33
60	36
60	38
60	43
60	46
60	53
60	55
60	60
60	69
60	71
60	74
60	92
61	3
61	5
61	13
61	14
61	18
61	20
61	23
61	30
61	52
61	59
61	63
61	64
61	66
61	68
61	83
61	85
62	1
62	24
62	35
62	37
62	40
62	41
62	46
62	59
62	60
63	4
63	17
63	24
63	26
63	30
63	33
63	44
63	45
63	47
63	49
63	51
63	56
63	66
63	83
63	92
63	95
64	25
64	40
64	44
64	45
64	62
64	83
64	93
65	0
65	3
65	15
65	22
65	25
65	29
65	34
65	41
65	60
65	65
65	89
65	92
66	1
66	26
66	42
66	49
66	56
66	59
66	69
66	70
66	76
66	78
66	80
66	98
67	4
67	6
67	8
67	12
67	18
67	28
67	42
67	45
67	46
67	53
67	61
67	68
67	70
67	74
67	75
67	86
67	98
68	7
68	8
68	22
68	25
68	33
68	34
68	54
68	55
68	57
68	58
68	62
68	63
68	77
68	78
68	80
68	88
68	92
68	93
68	98
69	1
69	10
69	11
69	25
69	43
69	53
69	60
69	80
69	95
70	6
70	8
70	42
70	56
70	60
70	62
70	66
70	74
70	76
70	81
70	98
71	3
71	5
71	10
71	13
71	17
71	31
71	38
71	41
71	44
71	47
71	51
71	58
71	60
71	66
71	80
71	89
72	0
72	3
72	8
72	16
72	24
72	30
72	31
72	68
72	81
72	82
72	86
73	6
73	8
73	13
73	19
73	24
73	33
73	39
73	50
73	57
73	67
73	68
73	73
73	79
73	80
73	95
74	12
74	14
74	17
74	33
74	44
74	54
74	57
74	67
74	78
74	96
75	13
75	15
75	23
75	58
75	66
75	68
75	69
75	70
75	81
75	87
75	97
75	99
76	5
76	14
76	15
76	18
76	22
76	24
76	26
76	33
76	49
76	52
76	55
76	58
76	62
76	69
76	75
76	76
76	77
76	80
76	83
76	86
76	90
76	98
76	99
77	8
77	18
77	22
77	26
77	27
77	41
77	52
77	66
77	69
77	76
77	83
77	88
77	90
78	29
78	39
78	45
78	48
78	50
78	52
78	58
78	61
78	62
78	64
78	65
78	73
78	83
78	87
78	89
78	90
79	3
79	5
79	8
79	9
79	12
79	39
79	42
79	47
79	66
79	73
79	77
79	80
79	81
79	85
79	89
80	15
80	20
80	29
80	34
80	42
80	44
80	51
80	55
80	59
80	63
80	68
80	69
80	71
80	73
80	74
80	77
80	79
80	82
80	91
80	97
81	1
81	3
81	23
81	29
81	43
81	46
81	48
81	54
81	55
81	73
82	4
82	20
82	32
82	42
82	48
82	51
82	53
82	58
82	79
82	81
82	85
82	86
82	92
83	25
83	43
83	63
83	67
83	75
83	77
83	80
84	2
84	11
84	30
84	37
84	38
84	53
84	55
84	56
84	60
84	67
84	76
84	84
84	91
84	96
84	98
85	10
85	15
85	22
85	34
85	47
85	49
85	55
85	62
85	65
85	71
85	73
85	77
85	79
85	82
85	83
85	85
85	86
85	88
85	93
86	0
86	7
86	10
86	12
86	32
86	34
86	35
86	37
86	55
86	57
86	69
86	70
86	85
86	95
86	97
87	4
87	13
87	16
87	19
87	50
87	52
87	54
87	73
87	74
87	81
87	94
88	8
88	33
88	35
88	39
88	40
88	54
88	63
88	65
88	78
88	83
88	87
88	88
88	92
88	95
88	99
89	5
89	21
89	23
89	27
89	30
89	33
89	41
89	45
89	47
89	55
89	57
89	80
89	81
89	96
90	7
90	8
90	11
90	20
90	26
90	31
90	33
90	34
90	35
90	53
90	83
90	94
90	95
90	97
90	99
91	6
91	8
91	9
91	14
91	16
91	32
91	53
91	62
91	74
91	88
91	89
91	91
91	96
91	97
92	5
92	10
92	39
92	47
92	61
92	62
92	63
92	66
92	68
92	74
92	78
92	81
92	97
93	3
93	5
93	28
93	35
93	38
93	45
93	47
93	58
93	59
93	62
93	68
93	84
93	92
94	5
94	8
94	12
94	17
94	38
94	42
94	45
94	52
94	58
94	68
94	72
94	73
94	96
95	0
95	4
95	6
95	11
95	17
95	20
95	24
95	29
95	36
95	41
95	42
95	51
95	52
95	79
95	85
96	3
96	14
96	18
96	31
96	34
96	36
96	70
96	81
96	90
97	5
97	23
97	25
97	26
97	35
97	45
97	46
97	48
97	49
97	70
97	86
97	87
97	88
98	1
98	4
98	5
98	12
98	14
98	19
98	29
98	39
98	49
98	60
98	62
98	64
98	72
98	77
98	80
98	88
98	93
99	1
99	5
99	13
99	23
99	24
99	31
99	45
99	52
99	56
99	62
99	66
99	71
99	78
---
add	9	67
remove	33	53
add	29	14
remove	56	38
remove	52	0
remove	91	6
remove	62	37
remove	25	60
add	12	6
add	91	65
remove	70	76
add	62	29
add	32	70
add	70	69
add	52	65
remove	58	89
remove	25	12
remove	71	13
add	76	68
remove	94	38
remove	15	76
add	3	97
add	47	53
add	29	8
add	32	4
add	34	12
add	5	36
remove	86	0
add	4	0
remove	82	79
add	56	53
add	30	29
remove	95	0
add	75	83
remove	37	51
remove	19	78
add	61	22
remove	44	78
add	89	29
remove	45	24
add	79	35
add	36	99
remove	20	10
remove	41	74
remove	10	49
remove	52	65
remove	28	0
remove	83	25
remove	68	78
add	30	19
add	18	50
add	15	5
add	37	50
add	10	23
add	69	44
remove	92	66
add	60	58
remove	23	48
